N,tempo(s),,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,N,Tempo(s)
,,,,512,0.000999928
,,,,1024,0.000999928
,,,,2048,0.003003597
,,,,4096,0.005001783
,,,,8192,0.011001587
,,,,16384,0.033005714
,,,,32768,0.081081629
,,,,65536,0.145030022
,,,,131072,0.40016818
,,,,262144,0.706123114
,,,,524288,1.359237671
,,,,1048576,3.430112123
,,,,2097152,5.570975542
,,,,4194304,11.85425329
